magasin_id,product_id,category,subcategory,sub_sub_category,product name,price/unity [€/u],price [€],nutri-score,Valeur énergétique [kJ],Valeur énergétique [kCal],Matières grasses [g],Dont acides gras saturés [g],Dont acides gras mono-insaturés [g],Glucides [g],Dont sucres [g],Protéines [g],Fibres alimentaires [g],Sel [g],Sodium [mg]
80,1125574,Fruits et légumes,Fruits et légumes bio,Légumes bio,Poivron bio rouge,4.99,0.9,,,,,,,,,,,,
80,1022743,Fruits et légumes,Fruits et légumes bio,Légumes bio,Mais bio doux barquette 2 épis,9.98,3.99,,,,,,,,,,,,
80,45785,Fruits et légumes,Fruits frais,Fruits de saison,Banane Cavendish,2.49,1.49,,,,,,,,,,,,
80,15873,Fruits et légumes,Fruits frais,Fruits de saison,Citron jaune cora 4 fruits,2.98,1.49,,,,,,,,,,,,
80,123160,Fruits et légumes,Fruits frais,Fruits de saison,Banane cora ruban 6 fruits,2.79,2.79,,,,,,,,,,,,
80,1211122,Fruits et légumes,Fruits frais,Fruits de saison,Orange à jus Cora 1.5kg,2.39,3.59,,,,,,,,,,,,
80,15866,Fruits et légumes,Fruits frais,Fruits de saison,Cora orange à jus 2kg,1.8,3.59,,,,,,,,,,,,
80,18003,Fruits et légumes,Fruits frais,Fruits de saison,Orange à déguster cora 2kg,2.25,4.49,,,,,,,,,,,,
80,15890,Fruits et légumes,Fruits frais,Fruits de saison,Cora Kido petits agrumes 1kg,3.99,3.99,,,,,,,,,,,,
80,23568,Fruits et légumes,Fruits frais,Fruits de saison,Cora pomme golden du Limousin face rosée barquette de 4 fruits,3.69,3.69,,,,,,,,,,,,
80,15892,Fruits et légumes,Fruits frais,Fruits de saison,"Cora pomme golden AOP limousin en panier de bois 1,5 kg",2.66,3.99,,,,,,,,,,,,
80,535549,Fruits et légumes,Fruits frais,Fruits de saison,Cora Clémentine Pitufo 2.3kg,2.17,4.99,,,,,,,,,,,,
80,2600880,Fruits et légumes,Fruits frais,Fruits de saison,Poire Conférence,3.99,2.39,,,,,,,,,,,,
80,25981,Fruits et légumes,Fruits frais,Fruits de saison,Kiwi vert vrac,0.99,0.99,,,,,,,,,,,,
80,68309,Fruits et légumes,Fruits frais,Fruits de saison,Kiwi gold,1.19,1.19,,,,,,,,,,,,
80,49293,Fruits et légumes,Fruits frais,Fruits de saison,Pomme pink lady,3.49,2.79,,,,,,,,,,,,
80,49291,Fruits et légumes,Fruits frais,Fruits de saison,Pomme Royal Gala,1.49,1.13,,,,,,,,,,,,
80,301759,Fruits et légumes,Fruits frais,Fruits de saison,Citron vert VRAC,4.99,1.8,,,,,,,,,,,,
80,90020,Fruits et légumes,Fruits frais,Fruits de saison,Clémentine corse feuille vrac,4.99,2.5,,,,,,,,,,,,
80,25982,Fruits et légumes,Fruits frais,Fruits de saison,Pomelos,1.19,1.19,,,,,,,,,,,,
80,77497,Fruits et légumes,Fruits frais,Fruits de saison,Pomme reine des reinettes,3.29,0.66,,,,,,,,,,,,
80,102092,Fruits et légumes,Fruits frais,Fruits de saison,Pomme granny,2.99,1.2,,,,,,,,,,,,
80,49361,Fruits et légumes,Fruits frais,Fruits de saison,Pomme golden le kilo,3.29,2.37,,,,,,,,,,,,
80,1127341,Fruits et légumes,Fruits frais,Fruits de saison,Clementine fine de Corse,4.99,4.99,,,,,,,,,,,,
80,486958,Fruits et légumes,Fruits frais,Fruits de saison,Banane francite 3 fruits,1.5,1.5,,,,,,,,,,,,
80,990892,Fruits et légumes,Fruits frais,Fruits de saison,"Pomme Golden 1,5kg",2.33,3.49,,,,,,,,,,,,
80,1139038,Fruits et légumes,Fruits frais,Fruits de saison,Citron jaune filet 500g,2.98,1.49,,,,,,,,,,,,
80,548401,Fruits et légumes,Fruits frais,Fruits de saison,Mandarine Clémenvilla,2.99,1.67,,,,,,,,,,,,
80,1140391,Fruits et légumes,Fruits frais,Fruits de saison,Poire rochas barquette 4 fruits stickés,2.49,2.49,,,,,,,,,,,,
80,105560,Fruits et légumes,Fruits frais,Fruits de saison,Poire williams verte,4.29,2.83,,,,,,,,,,,,
80,1349011,Fruits et légumes,Fruits frais,Fruits de saison,Pomme Royal Gala sachet 1.5kg,2.33,3.49,,,,,,,,,,,,
80,1128643,Fruits et légumes,Fruits frais,Fruits de saison,Kiwi barquette 1 kg,3.99,3.99,,,,,,,,,,,,
80,45787,Fruits et légumes,Fruits frais,Fruits de saison,Pomme boscoop,3.99,2.99,,,,,,,,,,,,
80,49298,Fruits et légumes,Fruits frais,Fruits de saison,Pomme honey crunch,2.49,1.69,,,,,,,,,,,,
80,115044,Fruits et légumes,Fruits frais,Fruits de saison,Poire comice,3.99,3.23,,,,,,,,,,,,
80,750853,Fruits et légumes,Fruits frais,Fruits de saison,Pomme skyfresh,3.29,0.99,,,,,,,,,,,,
80,49296,Fruits et légumes,Fruits frais,Fruits de saison,Pomme Red Chief,2.99,2.33,,,,,,,,,,,,
80,522931,Fruits et légumes,Fruits frais,Fruits de saison,Pomme Chanteclerc,2.99,1.52,,,,,,,,,,,,
80,50014,Fruits et légumes,Fruits frais,Fruits de saison,Poire Rochas,3.99,2.87,,,,,,,,,,,,
80,101171,Fruits et légumes,Fruits frais,Fruits de saison,Pomme Ariane,3.49,1.68,,,,,,,,,,,,
80,1113079,Fruits et légumes,Fruits frais,Fruits de saison,Citron 1kg +20%,2.49,2.99,,,,,,,,,,,,
80,49297,Fruits et légumes,Fruits frais,Fruits de saison,Pomme canada grise,2.99,1.91,,,,,,,,,,,,
80,49295,Fruits et légumes,Fruits frais,Fruits de saison,Pomme fuji,2.99,2.03,,,,,,,,,,,,
80,1242556,Fruits et légumes,Fruits frais,Fruits de saison,Poire sweet sensation le kilo,4.29,2.19,,,,,,,,,,,,
80,1211122,Fruits et légumes,Fruits frais,Oranges et agrumes,Orange à jus Cora 1.5kg,2.39,3.59,,,,,,,,,,,,
80,15873,Fruits et légumes,Fruits frais,Oranges et agrumes,Citron jaune cora 4 fruits,2.98,1.49,,,,,,,,,,,,
80,15866,Fruits et légumes,Fruits frais,Oranges et agrumes,Cora orange à jus 2kg,1.8,3.59,,,,,,,,,,,,
80,18003,Fruits et légumes,Fruits frais,Oranges et agrumes,Orange à déguster cora 2kg,2.25,4.49,,,,,,,,,,,,
80,2861457,Fruits et légumes,Fruits frais,Oranges et agrumes,CLEMENTINE CORA PITUFO 2.3KG,2.6,5.99,,,,,,,,,,,,
80,15890,Fruits et légumes,Fruits frais,Oranges et agrumes,Cora Kido petits agrumes 1kg,3.99,3.99,,,,,,,,,,,,
80,90020,Fruits et légumes,Fruits frais,Oranges et agrumes,Clémentine corse feuille vrac,4.99,2.5,,,,,,,,,,,,
80,25982,Fruits et légumes,Fruits frais,Oranges et agrumes,Pomelos,1.19,1.19,,,,,,,,,,,,
80,535549,Fruits et légumes,Fruits frais,Oranges et agrumes,Cora Clémentine Pitufo 2.3kg,2.17,4.99,,,,,,,,,,,,
80,1127341,Fruits et légumes,Fruits frais,Oranges et agrumes,Clementine fine de Corse,4.99,4.99,,,,,,,,,,,,
80,1139038,Fruits et légumes,Fruits frais,Oranges et agrumes,Citron jaune filet 500g,2.98,1.49,,,,,,,,,,,,
80,548401,Fruits et légumes,Fruits frais,Oranges et agrumes,Mandarine Clémenvilla,2.99,1.67,,,,,,,,,,,,
80,2755677,Fruits et légumes,Fruits frais,Oranges et agrumes,CLEMENTINE ORONULES GIRSAC 1KG,2.99,2.99,,,,,,,,,,,,
80,1192636,Fruits et légumes,Fruits frais,Oranges et agrumes,Orange a jus le kilo,2.29,0.34,,,,,,,,,,,,
80,2589639,Fruits et légumes,Fruits frais,Oranges et agrumes,Clemenvilla filet 1kg,3.49,3.49,,,,,,,,,,,,
80,1113079,Fruits et légumes,Fruits frais,Oranges et agrumes,Citron 1kg +20%,2.49,2.99,,,,,,,,,,,,
80,2693577,Fruits et légumes,Fruits frais,Oranges et agrumes,Pomelos star ruby filet 3 fruits,2.69,2.69,,,,,,,,,,,,
80,2543907,Fruits et légumes,Fruits frais,Oranges et agrumes,Citron caviar barquette 50g,199.8,9.99,,,,,,,,,,,,
80,2986581,Fruits et légumes,Fruits frais,"Pommes, poires et raisins",Raisin blanc sans pepins cora barquette 500g,7.98,3.99,,,,,,,,,,,,
80,2600880,Fruits et légumes,Fruits frais,"Pommes, poires et raisins",Poire Conférence,3.99,2.39,,,,,,,,,,,,
80,2995542,Fruits et légumes,Fruits frais,"Pommes, poires et raisins",Raisin noir sans pepins cora barquette 500g,7.98,3.99,,,,,,,,,,,,
