magasin_id,product_id,category,subcategory,sub_sub_category,product name,price/unity [€/u],price [€],nutri-score,Valeur énergétique [kJ],Valeur énergétique [kCal],Matières grasses [g],Dont acides gras saturés [g],Dont acides gras mono-insaturés [g],Glucides [g],Dont sucres [g],Protéines [g],Fibres alimentaires [g],Sel [g],Sodium [mg]
84,1125496,Fruits et légumes,Fruits et légumes bio,Fruits bio,Citron bio Primofiori,3.99,0.68,,,,,,,,,,,,
84,683551,Fruits et légumes,Fruits et légumes bio,Fruits bio,Banane bio,2.79,0.42,,,,,,,,,,,,
84,960490,Fruits et légumes,Fruits et légumes bio,Fruits bio,Pomme bio golden barquette 4 fruits,3.49,3.49,,,,,,,,,,,,
84,982534,Fruits et légumes,Fruits et légumes bio,Fruits bio,Pomme bio barquette 4 fruits,5.98,2.99,,,,,,,,,,,,
84,1125691,Fruits et légumes,Fruits et légumes bio,Fruits bio,Pomme golden aop bio le kilo,3.99,0.64,,,,,,,,,,,,
84,2320356,Fruits et légumes,Fruits et légumes bio,Fruits bio,Pomme gala bio,3.99,0.8,,,,,,,,,,,,
84,2776470,Fruits et légumes,Fruits et légumes bio,Fruits bio,CLEMENTINE NULES BIO FILET 1KG,3.99,3.99,,,,,,,,,,,,
84,3022746,Fruits et légumes,Fruits et légumes bio,Fruits bio,CITRON JAUNE BIO SACHET 4 FRUITS,,3.59,,,,,,,,,,,,
84,3062565,Fruits et légumes,Fruits et légumes bio,Fruits bio,Pomme candine bio sachet 1.5 kg,2.66,3.99,,,,,,,,,,,,
84,2942070,Fruits et légumes,Fruits et légumes bio,Fruits bio,Banane bio 5 fruits,3.05,2.29,,,,,,,,,,,,
84,944197,Fruits et légumes,Fruits et légumes bio,Fruits bio,Orange bio a déguster 800g,3.59,3.59,,,,,,,,,,,,
84,1125565,Fruits et légumes,Fruits et légumes bio,Légumes bio,Carotte bio le kilo,2.69,0.19,,,,,,,,,,,,
84,2603097,Fruits et légumes,Fruits et légumes bio,Légumes bio,Oignon jaune bio,2.99,0.18,,,,,,,,,,,,
84,15896,Fruits et légumes,Fruits et légumes bio,Légumes bio,Pomme de terre bio cora 1.5 kg,2.93,4.39,,,,,,,,,,,,
84,1125580,Fruits et légumes,Fruits et légumes bio,Légumes bio,Aubergine bio le kilo,5.29,1.11,,,,,,,,,,,,
84,1080850,Fruits et légumes,Fruits et légumes bio,Légumes bio,Avocat bio hass 2 fruits,4.99,4.99,,,,,,,,,,,,
84,2430630,Fruits et légumes,Fruits et légumes bio,Légumes bio,Royal Saveurs ail blanc bio 3 têtes,32.6,4.89,,,,,,,,,,,,
84,2784444,Fruits et légumes,Fruits et légumes bio,Légumes bio,Courgette bio filet 500g,7.78,3.89,,,,,,,,,,,,
84,90620,Fruits et légumes,Fruits et légumes bio,Légumes bio,Royal saveur échalote traditionnel bio filet 250g,9.96,2.49,,,,,,,,,,,,
84,1022743,Fruits et légumes,Fruits et légumes bio,Légumes bio,Mais bio doux barquette 2 épis,9.73,3.89,,,,,,,,,,,,
84,2784231,Fruits et légumes,Fruits et légumes bio,Légumes bio,CAROTTE BIO SACHET 1.5 KG,2.66,3.99,,,,,,,,,,,,
84,1367353,Fruits et légumes,Fruits et légumes bio,Légumes bio,Poivron bio bicolore 2 fruits,7.3,2.19,,,,,,,,,,,,
84,1091575,Fruits et légumes,Fruits et légumes bio,Légumes bio,Betterave entiere cuite bio 500 g,4.38,2.19,,,,,,,,,,,,
84,2450727,Fruits et légumes,Fruits et légumes bio,Légumes bio,Oignon jaune bio filet 1kg,3.99,3.99,,,,,,,,,,,,
84,2450733,Fruits et légumes,Fruits et légumes bio,Légumes bio,Oignon rouge bio filet 500g,5.78,2.89,,,,,,,,,,,,
84,45785,Fruits et légumes,Fruits frais,Fruits de saison,Banane Cavendish,1.09,0.2,,,,,,,,,,,,
84,15873,Fruits et légumes,Fruits frais,Fruits de saison,Citron jaune cora 4 fruits,2.98,1.49,,,,,,,,,,,,
84,18003,Fruits et légumes,Fruits frais,Fruits de saison,Orange à déguster cora 2kg,1.25,2.49,,,,,,,,,,,,
84,15866,Fruits et légumes,Fruits frais,Fruits de saison,Cora orange à jus 2kg,1.25,2.49,,,,,,,,,,,,
84,15892,Fruits et légumes,Fruits frais,Fruits de saison,"Cora pomme golden AOP limousin en panier de bois 1,5 kg",2.66,3.99,,,,,,,,,,,,
