magasin_id,product_id,category,subcategory,sub_sub_category,product name,price/unity [€/u],price [€],nutri-score,Valeur énergétique [kJ],Valeur énergétique [kCal],Matières grasses [g],Dont acides gras saturés [g],Dont acides gras mono-insaturés [g],Glucides [g],Dont sucres [g],Protéines [g],Fibres alimentaires [g],Sel [g],Sodium [mg]
145,2942070,Fruits et légumes,Fruits et légumes bio,Fruits bio,Banane bio 5 fruits,3.05,2.29,,,,,,,,,,,,
145,2337957,Fruits et légumes,Fruits et légumes bio,Fruits bio,Banane bio 5 fruits,3.72,2.79,,,,,,,,,,,,
145,982534,Fruits et légumes,Fruits et légumes bio,Fruits bio,Pomme bio barquette 4 fruits,6.98,3.49,,,,,,,,,,,,
145,960490,Fruits et légumes,Fruits et légumes bio,Fruits bio,Pomme bio golden barquette 4 fruits,3.49,3.49,,,,,,,,,,,,
145,3076368,Fruits et légumes,Fruits et légumes bio,Fruits bio,KIWI VERT BIO BARQUETTE 4 FRUITS,14.3,4.29,,,,,,,,,,,,
145,3060654,Fruits et légumes,Fruits et légumes bio,Fruits bio,ORANGE A DEGUSTER BIO FILET 1 KG,3.49,3.49,,,,,,,,,,,,
145,2574774,Fruits et légumes,Fruits et légumes bio,Fruits bio,Orange salustiana bio filet 1 kg,3.29,3.29,,,,,,,,,,,,
145,90620,Fruits et légumes,Fruits et légumes bio,Légumes bio,Royal saveur échalote traditionnel bio filet 250g,9.96,2.49,,,,,,,,,,,,
145,2784444,Fruits et légumes,Fruits et légumes bio,Légumes bio,Courgette bio filet 500g,7.98,3.99,,,,,,,,,,,,
145,2430630,Fruits et légumes,Fruits et légumes bio,Légumes bio,Royal Saveurs ail blanc bio 3 têtes,32.6,4.89,,,,,,,,,,,,
145,2997483,Fruits et légumes,Fruits et légumes bio,Légumes bio,POMME DE TERRE BIO SACHET 1.5KG,3.33,4.99,,,,,,,,,,,,
145,2784231,Fruits et légumes,Fruits et légumes bio,Légumes bio,CAROTTE BIO SACHET 1.5 KG,2.93,4.39,,,,,,,,,,,,
145,2582112,Fruits et légumes,Fruits et légumes bio,Légumes bio,Concombre bio,1.99,1.99,,,,,,,,,,,,
145,2565138,Fruits et légumes,Fruits et légumes bio,Légumes bio,Lentilles noires beluga bio sachet 500 g,9.58,4.79,,,,,,,,,,,,
